0.5,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.30000001192092896,0.0,-0.20000000298023224,-0.5,-0.6000000238418579,-0.6000000238418579,6.6875,7.75,8.4375,8.6875,8.8125,8.8125,8.8125,8.8125,8.0625,6.75,-9.653656959533691,-12.658801078796387,0.36000001430511475,11.999069582699809,-2.6498966951926244,-0.5,-0.6000000238418579,-0.6000000238418579,-0.5,-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,8.8125,8.8125,8.0625,6.75,5.375,4.0625,2.75,1.5,0.25,-1.0625,3.417529582977295,-98.7716293334961,11.999069582699809,0.0050999997183680534
-0.5,-0.6000000238418579,-0.6000000238418579,-0.5,-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,8.8125,8.8125,8.0625,6.75,5.375,4.0625,2.75,1.5,0.25,-1.0625,3.417529582977295,-98.7716293334961,11.999069582699809,-12.0,-4.865802726324368,-0.6000000238418579,-0.5,-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,8.0625,6.75,5.375,4.0625,2.75,1.5,0.25,-1.0625,-2.375,-3.75,32.187217712402344,-111.7138442993164,-12.0,0.0050999997183680534
-0.6000000238418579,-0.5,-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,8.0625,6.75,5.375,4.0625,2.75,1.5,0.25,-1.0625,-2.375,-3.75,32.187217712402344,-111.7138442993164,-12.0,-12.0,-4.744011650085449,-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,2.5999999046325684,1.5,5.375,4.0625,2.75,1.5,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,16.199819564819336,-123.24685668945312,-12.0,0.0050999997183680534
-0.4000000059604645,-0.20000000298023224,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,2.5999999046325684,1.5,5.375,4.0625,2.75,1.5,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,16.199819564819336,-123.24685668945312,-12.0,-12.0,-2.168155822753906,-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,2.75,1.5,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-90.43211364746094,-133.87799072265625,-12.0,0.0050999997183680534
-0.10000000149011612,-0.10000000149011612,0.0,0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,2.75,1.5,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-90.43211364746094,-133.87799072265625,-12.0,-11.99876503237689,-1.2356722691030622,0.0,0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-183.87655639648438,-139.68191528320312,-11.99876503237689,0.0050999997183680534
0.0,0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,0.25,-1.0625,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-183.87655639648438,-139.68191528320312,-11.99876503237689,11.998582066647542,-2.4997963069345683,0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-236.0810089111328,-143.39642333984375,11.998582066647542,-0.004699999932199717
0.0,0.0,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-2.375,-3.75,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-236.0810089111328,-143.39642333984375,11.998582066647542,12.0,-2.4753965112331096,1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-252.86477661132812,-149.27371215820312,12.0,-0.004699999932199717
1.5,2.5999999046325684,1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-5.1875,-6.625,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-252.86477661132812,-149.27371215820312,12.0,11.999903941671159,-0.7936380652732292,1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-20.899999618530273,-19.899999618530273,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-20.5625,-22.3125,-143.4334716796875,-157.53517150878906,11.999903941671159,-0.004699999932199717
1.5,-0.800000011920929,-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-20.899999618530273,-19.899999618530273,-8.1875,-9.6875,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-20.5625,-22.3125,-143.4334716796875,-157.53517150878906,11.999903941671159,12.0,-5.267098871976799,-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-20.899999618530273,-19.899999618530273,-18.399999618530273,-16.200000762939453,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-20.5625,-22.3125,-24.125,-25.9375,-23.797441482543945,-166.072509765625,12.0,-0.004699999932199717
-4.0,-7.5,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-20.899999618530273,-19.899999618530273,-18.399999618530273,-16.200000762939453,-11.1875,-12.6875,-14.1875,-15.6875,-17.25,-18.875,-20.5625,-22.3125,-24.125,-25.9375,-23.797441482543945,-166.072509765625,12.0,-11.998689380868687,-11.186896699420094,-11.0,-14.399999618530273,-17.600000381469727,-20.799999237060547,-20.899999618530273,-19.899999618530273,-18.399999618530273,-16.200000762939453,-14.0,-11.100000381469727,-14.1875,-15.6875,-17.25,-18.875,-20.5625,-22.3125,-24.125,-25.9375,-27.75,-29.5625,77.96964263916016,-171.53640747070312,-11.998689380868687,-0.004699999932199717
